isLock,isNew,folder,name,cateId,area,des,coverUrl,isfinsh
false,false,0117,痞子次五郎,2,日本漫画,痞子次五郎漫画 ，哥哥九州男是休息站之王、弟弟伊三夫是纯真美少年，而身为次男的次五郎是个丑小鸭，但是他能够听车子的声音来猜出汽车的车名。次五郎便因为他对车的过人热诚在无意中被有“泡妞机器”之称的传说中的妖车所选中，成为了妖车的主人，从此他的生活有了翻天覆地的变化。在妖车的帮助下，次五郎有了不少艳遇，但他对汽车的热诚就从未减退，让我们继续欣赏他们(次五郎和妖车)的精彩故事吧……欢迎在新动漫漫画网观看痞子次五郎漫画,http://imgs.juheapi.com/comic_xin/5559b8e838f275fd560b08ae.jpg,1
false,false,0118,怪力乱神,2,日本漫画,怪力乱神漫画 ，是人？是神？是妖？怪童向天怒吼「我是谁！！」 西曆167年；后汉末期，即是临近三国志时代的中国，有一个叫鰥的少年突然出现。他有一种异於常人力量，还将妖怪当做日常食粮。连他也想知道自己究竟是甚么人…鰥为了讨代与天为敌的东西而远行。以新视点去捕捉三国志的世界，真正的中国传奇动作漫画，向着天际傲翔！欢迎在新动漫漫画网观看怪力乱神漫画,http://imgs.juheapi.com/comic_xin/5559b8e838f275fd560b08b0.jpg,1
false,false,0119,莲华传说阿修罗,2,日本漫画,莲华传说阿修罗漫画 ，阿修罗--一个残酷，地狱中才使用的名字，是恶魔还是天使，是正义还是邪恶？这个世界充满了邪恶，但我们总是不能认清楚它，阿修罗就要复活，让世界的人们看清楚，明白，阿修罗即将拯救这个世界的人们...欢迎在新动漫漫画网观看莲华传说阿修罗漫画,http://imgs.juheapi.com/comic_xin/5559b8e838f275fd560b08b5.jpg,1
false,false,0120,美美消失的那天,2,日本漫画,美美消失的那天漫画 ，黑暗向短篇，孩子们的独占欲有时是很恐怖的…兔子引发的餐具……欢迎在新动漫漫画网观看美美消失的那天漫画,http://imgs.juheapi.com/comic_xin/5559b8e838f275fd560b08cb.jpg,1
false,false,0121,不一样的怀旧情结,3,日本漫画,不一样的怀旧情结漫画 ，剧情和画风一样萌萌哒的短篇，设定是竹马，食用愉快欢迎在新动漫漫画网观看不一样的怀旧情结漫画,http://imgs.juheapi.com/comic_xin/5559b90538f275fd560b0dd0.jpg,1
false,false,0122,东方馒头奇谭,3,日本漫画,东方馒头奇谭漫画 ，治愈向本子欢迎在新动漫漫画网观看东方馒头奇谭漫画,http://imgs.juheapi.com/comic_xin/5559b90538f275fd560b0dcf.jpg,1
false,false,0123,报告DAYS,3,日本漫画,报告DAYS漫画 ，恋情绽放的图书馆，开馆。欢迎在新动漫漫画网观看报告DAYS漫画,http://imgs.juheapi.com/comic_xin/5559b90638f275fd560b0e00.jpg,1
false,false,0124,片翼的女神们,3,日本漫画,片翼的女神们漫画 ，孤独的真姬遇见了似乎同样孤独的妮可，并不由自主的为之倾心，但妮可却有着比自己还好的朋友...期待着能和妮可心心相映的真姬有一天却听到难以置信的事实……欢迎在新动漫漫画网观看片翼的女神们漫画,http://imgs.juheapi.com/comic_xin/5559b90638f275fd560b0dff.jpg,1
false,false,0125,金平糖的窘境,3,日本漫画,金平糖的窘境漫画 ，少女与狼人，练习各种各样的事情中......欢迎在新动漫漫画网观看金平糖的窘境漫画,http://imgs.juheapi.com/comic_xin/5559b90638f275fd560b0dfc.jpg,1
false,false,0126,恋爱心情,3,日本漫画,恋爱心情漫画 ，升入高中了，只顾着学习，回首却发现自己孤单一人。好想和朋友聊天，以及谈一场恋爱。欢迎在新动漫漫画网观看恋爱心情漫画,http://imgs.juheapi.com/comic_xin/5559b90638f275fd560b0e17.jpg,1
false,false,0127,在拂晓起舞,3,日本漫画,在拂晓起舞漫画 ，一定要胜利归来，一起在哪拂晓起舞！欢迎在新动漫漫画网观看在拂晓起舞漫画,http://imgs.juheapi.com/comic_xin/5559b90638f275fd560b0e20.jpg,1
false,false,0128,真爱不必找,3,日本漫画,真爱不必找漫画 ，job模特儿．牙科助手．土木建筑商age年过三十，没有结婚的打算name春香．美穗．鹿沼虽然没幻想过要将爱情托付给命运或对方……尽管如此，还是有无法让步的底线。那样的她们代表三十岁左右的女性们诉说许多心声，活出女性自我系列欢迎在新动漫漫画网观看真爱不必找漫画,http://imgs.juheapi.com/comic_xin/5559b90738f275fd560b0e35.jpg,1
false,false,0129,无悔的青春,3,日本漫画,无悔的青春漫画 ，无悔的青春之歌~~欢迎在新动漫漫画网观看无悔的青春漫画,http://imgs.juheapi.com/comic_xin/5559b90738f275fd560b0e30.jpg,1
false,false,0130,我是山本善次朗,3,日本漫画,我是山本善次朗漫画 ，就读小学4年级的步达，在母亲过世后，就跟外婆两人相依為命。可是有一天，步达被一个名叫山本善次朗的人给收养了。事实上，步达拥有能看见幽灵的不可思议力量!?而这个山本善次朗，居然是步达的父亲……欢迎在新动漫漫画网观看我是山本善次朗漫画,http://imgs.juheapi.com/comic_xin/5559b90738f275fd560b0e33.jpg,1
false,false,0131,草莓奶油蛋糕式传染,3,日本漫画,被草莓奶油蛋糕传染，结果竟然回到了弟弟的身体里！,http://imgs.juheapi.com/comic_xin/5559b90638f275fd560b0e21.jpg,1
false,false,0132,三万块钱买不到的东西,3,日本漫画,天野老师的一部获奖作品,http://imgs.juheapi.com/comic_xin/5559b90738f275fd560b0e38.jpg,1
false,false,0133,Under,3,日本漫画,暂无介绍,http://imgs.juheapi.com/comic_xin/5559b90838f275fd560b0e55.jpg,1
false,false,0134,春色与君共享,3,日本漫画,春色与君共享漫画 ，班长文芽与问题少年神田有所牵连！？欢迎在新动漫漫画网观看春色与君共享漫画,http://imgs.juheapi.com/comic_xin/5559b90838f275fd560b0e54.jpg,1
false,false,0135,黑猫怪奇俱乐部,3,日本漫画,灵感少女和零感（？）少年， 挺身面对学校裡的诡异事件！ 少年你背后总是跟著一大堆幽灵你知道吗？ 少女你每天面对这麽多幽灵竟然没有崩溃！ 松本老湿大手笔渲染恐怖气氛你感受到了吗？,http://imgs.juheapi.com/comic_xin/5559b90838f275fd560b0e5d.jpg,1
false,false,0136,与樱的约定,3,日本漫画,与樱的约定漫画 ，樱花树变成了龙~欢迎在新动漫漫画网观看与樱的约定漫画,http://imgs.juheapi.com/comic_xin/5559b90838f275fd560b0e67.jpg,1
false,false,0137,魔法少女奈叶StrikerS,3,日本漫画,01:本书的故事基本背景为《As》动画版故事结束的6年后，描述已经15歳的奈叶等人的现状，以及其他角色的相关短篇故事集。可说是将动画版《As》与《StrikerS》剧情之间的空白补完。不过却也有许多漫画中首度出现的资讯，对于与动画版之间的连动，也有相当重要的意义。　　02:本集故事基本背景为《As》动画版的补完环节故事，描述奈叶等人在机动6课的日常生活及动画版最后决战之后的后话，以及后进者与敌对角色的相关短篇故事集。共收录7个单元。(本漫画内容介绍由xindm.cn整理提供),http://imgs.juheapi.com/comic_xin/5559b90838f275fd560b0e70.jpg,1
false,false,0138,一朵幸福之花,3,日本漫画,一朵幸福之花漫画 ，继幽香把爱丽丝推倒了之后的幽爱。欢迎在新动漫漫画网观看一朵幸福之花漫画,http://imgs.juheapi.com/comic_xin/5559b90938f275fd560b0e87.jpg,1
false,false,0139,变成那个她,3,日本漫画,青梅竹马的玩伴，突然变成了女生。,http://imgs.juheapi.com/comic_xin/5559b90938f275fd560b0e72.jpg,1
false,false,0140,辣妹葛格,3,日本漫画,"辣妹葛格漫画 ，日高郁生是个跟奶奶一起生活,爱做家事的男孩子。一天,5岁时被亲戚家收去当养子后,就断绝音讯的哥哥友纪突然回来,而且友纪还作女孩子装扮……？欢迎在新动漫漫画网观看辣妹葛格漫画",http://imgs.juheapi.com/comic_xin/5559b90938f275fd560b0e90.jpg,1
false,false,0141,关於不幸一些无止尽的谬悠之谈,4,日本漫画,一直暗恋着清竹的乌童哥哥，为了引起其注意，抢其女友，在阔别8年的重逢之际，趁其醉酒，居然做出了……,http://imgs.juheapi.com/comic_xin/5559b99838f275fd560b21b3.jpg,1
false,false,0142,非常感应,4,日本漫画,"非常感应漫画 ，大平虎太郎由于有着女孩子般的面孔而在学校常遭到同学的欺负。为此,他转学到堂哥龙太的学校, 原以為就此過著快樂日子的他，卻常遭龍樹的冷漠對待，不知怎地儿时玩伴的龙太对他异常冷淡。幸好遇上了外向并且有超能力的佑太, 可是虎太郎却因此而卷入不平凡的事件中欢迎在新动漫漫画网观看非常感应漫画",http://imgs.juheapi.com/comic_xin/5559b99938f275fd560b21d2.jpg,1
false,false,0143,天使之柩,4,日本漫画,天使之柩漫画 ，被囚禁在数百年历史的古书中的斯特，在古老的遥远异国曾是令人尊敬的神。有一天，黑暗　魔界的巴弗梅特告诉他〝只要将他第一眼所看　见的人类推入不幸的深渊中，那他身上的封印　就可以解除了。〞于是打开那本书的玛丽，也为自己开启了死亡之路…欢迎在新动漫漫画网观看天使之柩漫画,http://imgs.juheapi.com/comic_xin/5559b99938f275fd560b21bd.jpg,1
false,false,0144,stigma,4,日本漫画,"stigma漫画 ，完美的故事。应该算ＢＬ。斯托克和那个他的＂神＂有亲密关系。但是因为他撕毁了那人的相片他们之间也就毁了……可悲！这个故事的构思估计来源于《最游记》里的那句满有玩味的话：你想做谁的太阳？而里面的人物形象则完全融合了《最游记》里四大主角的气质和形象,——真有意思。讲述风格和蕴涵的思想的颓废让人空到哭不出来的感觉…… 欢迎在新动漫漫画网观看stigma漫画",http://imgs.juheapi.com/comic_xin/5559b99a38f275fd560b21e6.jpg,1
false,false,0145,温暖之归宿,4,日本漫画,温暖之归宿漫画 ，讲述分隔两地 在東京從事攝影師的我（健吾）与在農村市政府中從事登門家訪服務工作的瑞人 某次见面发生的小故事欢迎在新动漫漫画网观看温暖之归宿漫画,http://imgs.juheapi.com/comic_xin/5559b99b38f275fd560b21f5.jpg,1
false,false,0146,尚且青涩,4,日本漫画,被误认为是男孩子是常有的事，所以我对此从不介意。直到遇见他————,http://imgs.juheapi.com/comic_xin/5559b99b38f275fd560b2201.jpg,1
false,false,0147,东山道转坠异闻,4,日本漫画,立见平九郎奉命照顾海津藩的少主修理。虽然一只抱着：“这是为了主公”的想法，不过平九郎总是被调皮捣蛋，任性的少主耍的团团转，在束手无策之余萌生退意。只是在和少主相处一段时间后，他发现了受到继母虐待而深受其害的小主人，内心隐藏着寂寞。当平九郎渐渐察觉自己喜欢上了修理，他会……！？贯彻自己专一爱情的随从，与纯真，帅直的小少主所交织而成的另一段爱情故事。(本漫画内容介绍由xindm.cn整理提供),http://imgs.juheapi.com/comic_xin/5559b99c38f275fd560b2213.jpg,1
false,false,0148,雨中的你我,4,日本漫画,雨中的你我漫画 ，今天也在下雨……欢迎在新动漫漫画网观看雨中的你我漫画,http://imgs.juheapi.com/comic_xin/5559b99b38f275fd560b2207.jpg,1
false,false,0149,悲谧,4,韩国漫画,悲谧漫画 ，关于秘密守护者的故事欢迎在新动漫漫画网观看悲谧漫画,http://imgs.juheapi.com/comic_xin/5559b99d38f275fd560b2241.jpg,1
false,false,0150,Toxic剧毒黑蔷薇,4,日本漫画,Toxic剧毒黑蔷薇漫画 ，背景是第三次世界大战后，世界统一政府成立已届十年，热爱美与秩序的总统艾尔伯特．罗杰谬拉，成立了以「黑蔷薇」为名的特别亲卫队，要求绝对的忠诚、绝对的秩序…以及绝对的美。不满罗杰谬拉作为的军医上校大神基次郎，处心积虑让养子路加进入特别亲卫队，有著出众美貌的路加，带著浑身的「毒」，要进行暗杀「恶魔」的任务……欢迎在新动漫漫画网观看Toxic剧毒黑蔷薇漫画,http://imgs.juheapi.com/comic_xin/5559b99e38f275fd560b2249.jpg,1
false,false,0151,成人的问题,4,日本漫画,顾名思义主角们都已经是成年人了，甚至是四十多岁的欧吉桑。虽然以一对男同性恋结婚引发一连串事件为故事开端，但述说故事的却是个异性恋的青年，透过这个青年的眼睛来看他周遭以及他自己所遭遇到的，这些男男女女的感情发展。 　　不是王子爱上王子结婚后就没事了，同性恋也是生活在一般人的世界里啊。仿佛可以看到今市子笑着说。 　　长得清爽帅气，但爱说谎嘴巴又坏的海老悟郎，与主角原岛直人的父亲结婚了。看似由他们引发的一连串事件，实际上却是每个人自己的问题。因为无法诚实面对自己的问题，所以就把一切过错都推到同性恋夫妻的身上。「你想说那全是我的错吗？没错！都是我的错！抱歉啊！」悟郎生气地甩上门。 　　悟郎的哥哥—自以为是的菁英海老一，总是一味地将自己的想法强加在别人身上；悟郎的姊姊们，个性暴力又自我，却认定自己嫁不出去是同性恋弟弟的关系；直人不敢跟女友坦承自己的爸爸是同性恋，烦恼得得了圆形秃……这么多人这么多问题，热热闹闹地在他们周遭发生，可是啊，真不愧是今市子，在这一片混乱之中，其实最正常最甜蜜的，反而是这一对同性恋夫妻。(本漫画内容介绍由xindm.cn整理提供),http://imgs.juheapi.com/comic_xin/5559b99e38f275fd560b2260.jpg,1
false,false,0152,特级甜点,4,日本漫画,特级甜点漫画 ，喜欢吃甜点的吉川 经常收到学校女生送的甜食 但他却并不对任何女生动心 某一天 他遇到了同样受女生欢迎 经常收到点心的千岁......欢迎在新动漫漫画网观看特级甜点漫画,http://imgs.juheapi.com/comic_xin/5559b99d38f275fd560b2243.jpg,1
false,false,0153,相爱太早,4,日本漫画,"相爱太早漫画 ，小时候,修常和小他两岁的表弟道隆玩在一起。然而随着年纪渐长,关系也慢慢疏远了。却因着亲戚的婚礼,两人再度相逢,也唤醒了修在大学时代,曾和道隆发生肉体关系的记忆。藉着酒醉,两人的躯体再度结合在一起 这份感情,究竟是从何而来呢？正因彼此有血缘关系,修和道隆感受到双重的罪恶感...... 欢迎在新动漫漫画网观看相爱太早漫画",http://imgs.juheapi.com/comic_xin/5559b99e38f275fd560b2256.jpg,1
false,false,0154,阴阳师绘卷-白龙之卷,4,日本漫画,阴阳师绘卷-白龙之卷漫画 ，暂无介绍欢迎在新动漫漫画网观看阴阳师绘卷-白龙之卷漫画,http://imgs.juheapi.com/comic_xin/5559b99d38f275fd560b2244.jpg,1
false,false,0155,KAMUI,4,日本漫画,"KAMUI漫画 ，人类和精灵是共生共荣的,地球万物都有精灵存在~直到人类因为科学发展而忘记这份牵绊,开始破坏自然万物。於是在毁灭性的大地震后,精灵再度降临了……未来世纪的奇幻传说！一个被精灵所舍弃的人类世界！一位被赋予找回奇蹟使命的少年！欢迎在新动漫漫画网观看KAMUI漫画",http://imgs.juheapi.com/comic_xin/5559b99f38f275fd560b2273.jpg,1
false,false,0156,夏之涯,4,日本漫画,青春系短篇#夏之涯#那是比世上一切感情都要纯粹的思念 是我心中最宝贵的记忆 我想要你的镜头里只有我的特写……盛夏青春物语 有些别扭又有些温暖 男孩之间清澈纯洁（笑）的友情小故事,http://imgs.juheapi.com/comic_xin/5559b99f38f275fd560b227c.jpg,1
false,false,0157,Lost and Found,4,日本漫画,孑然一身的青年，以某事件为契机，竟邂逅了两名与众不同的男人！！以伦敦为舞台登场的推理事件薄开幕！！,http://imgs.juheapi.com/comic_xin/5559b9a038f275fd560b2291.jpg,1
false,false,0159,阴阳师绘卷-黑龙之卷,4,日本漫画,阴阳师绘卷-黑龙之卷漫画 ，暂无介绍欢迎在新动漫漫画网观看阴阳师绘卷-黑龙之卷漫画,http://imgs.juheapi.com/comic_xin/5559b9a038f275fd560b2292.jpg,1
